Tipo;Tema;Variável;Descrição
Pessoas;Alfabetização;V00703;60 a 64 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00704;60 a 64 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00705;60 a 64 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00706;60 a 64 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00707;65 a 69 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00708;65 a 69 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00709;65 a 69 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00710;65 a 69 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00711;65 a 69 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00712;70 a 79 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00713;70 a 79 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00714;70 a 79 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00715;70 a 79 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00716;70 a 79 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00717;80 anos ou mais, Cor ou raça é branca
Pessoas;Alfabetização;V00718;80 anos ou mais, Cor ou raça é preta
Pessoas;Alfabetização;V00719;80 anos ou mais, Cor ou raça é amarela
Pessoas;Alfabetização;V00720;80 anos ou mais, Cor ou raça é parda
Pessoas;Alfabetização;V00721;80 anos ou mais, Cor ou raça é indígena
Pessoas;Alfabetização;V00722;Sexo masculino, 15 a 19 anos
Pessoas;Alfabetização;V00723;Sexo masculino, 20 a 24 anos
Pessoas;Alfabetização;V00724;Sexo masculino, 25 a 29 anos
Pessoas;Alfabetização;V00725;Sexo masculino, 30 a 34 anos
Pessoas;Alfabetização;V00726;Sexo masculino, 35 a 39 anos
Pessoas;Alfabetização;V00727;Sexo masculino, 40 a 44 anos
Pessoas;Alfabetização;V00728;Sexo masculino, 45 a 49 anos
Pessoas;Alfabetização;V00729;Sexo masculino, 50 a 54 anos
Pessoas;Alfabetização;V00730;Sexo masculino, 55 a 59 anos
Pessoas;Alfabetização;V00731;Sexo masculino, 60 a 64 anos
Pessoas;Alfabetização;V00732;Sexo masculino, 65 a 69 anos
Pessoas;Alfabetização;V00733;Sexo masculino, 70 a 79 anos
Pessoas;Alfabetização;V00734;Sexo masculino, 80 anos ou mais
Pessoas;Alfabetização;V00735;Sexo feminino, 15 a 19 anos
Pessoas;Alfabetização;V00736;Sexo feminino, 20 a 24 anos
Pessoas;Alfabetização;V00737;Sexo feminino, 25 a 29 anos
Pessoas;Alfabetização;V00738;Sexo feminino, 30 a 34 anos
Pessoas;Alfabetização;V00739;Sexo feminino, 35 a 39 anos
Pessoas;Alfabetização;V00740;Sexo feminino, 40 a 44 anos
Pessoas;Alfabetização;V00741;Sexo feminino, 45 a 49 anos
Pessoas;Alfabetização;V00742;Sexo feminino, 50 a 54 anos
Pessoas;Alfabetização;V00743;Sexo feminino, 55 a 59 anos
Pessoas;Alfabetização;V00744;Sexo feminino, 60 a 64 anos
Pessoas;Alfabetização;V00745;Sexo feminino, 65 a 69 anos
Pessoas;Alfabetização;V00746;Sexo feminino, 70 a 79 anos
Pessoas;Alfabetização;V00747;Sexo feminino, 80 anos ou mais
Pessoas;Alfabetização;V00748;Pessoas alfabetizadas, 15 a 19 anos
Pessoas;Alfabetização;V00749;Pessoas alfabetizadas, 20 a 24 anos
Pessoas;Alfabetização;V00750;Pessoas alfabetizadas, 25 a 29 anos
Pessoas;Alfabetização;V00751;Pessoas alfabetizadas, 30 a 34 anos
Pessoas;Alfabetização;V00752;Pessoas alfabetizadas, 35 a 39 anos
Pessoas;Alfabetização;V00753;Pessoas alfabetizadas, 40 a 44 anos
Pessoas;Alfabetização;V00754;Pessoas alfabetizadas, 45 a 49 anos
Pessoas;Alfabetização;V00755;Pessoas alfabetizadas, 50 a 54 anos
Pessoas;Alfabetização;V00756;Pessoas alfabetizadas, 55 a 59 anos
Pessoas;Alfabetização;V00757;Pessoas alfabetizadas, 60 a 64 anos
Pessoas;Alfabetização;V00758;Pessoas alfabetizadas, 65 a 69 anos
Pessoas;Alfabetização;V00759;Pessoas alfabetizadas, 70 a 79 anos
Pessoas;Alfabetização;V00760;Pessoas alfabetizadas, 80 anos ou mais
Pessoas;Alfabetização;V00761;Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00762;Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00763;Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00764;Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00765;Pessoas alfabetizadas, 15 a 19 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00766;Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00767;Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00768;Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00769;Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00770;Pessoas alfabetizadas, 20 a 24 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00771;Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00772;Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00773;Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00774;Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00775;Pessoas alfabetizadas, 25 a 29 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00776;Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00777;Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00778;Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00779;Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00780;Pessoas alfabetizadas, 30 a 34 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00781;Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00782;Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00783;Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00784;Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00785;Pessoas alfabetizadas, 35 a 39 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00786;Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00787;Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00788;Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00789;Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00790;Pessoas alfabetizadas, 40 a 44 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00791;Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00792;Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00793;Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00794;Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00795;Pessoas alfabetizadas, 45 a 49 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00796;Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00797;Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00798;Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00799;Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00800;Pessoas alfabetizadas, 50 a 54 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00801;Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00802;Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00803;Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00804;Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00805;Pessoas alfabetizadas, 55 a 59 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00806;Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00807;Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00808;Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00809;Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00810;Pessoas alfabetizadas, 60 a 64 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00811;Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00812;Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00813;Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00814;Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00815;Pessoas alfabetizadas, 65 a 69 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00816;Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é branca
Pessoas;Alfabetização;V00817;Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é preta
Pessoas;Alfabetização;V00818;Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é amarela
Pessoas;Alfabetização;V00819;Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é parda
Pessoas;Alfabetização;V00820;Pessoas alfabetizadas, 70 a 79 anos, Cor ou raça é indígena
Pessoas;Alfabetização;V00821;Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é branca
Pessoas;Alfabetização;V00822;Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é preta
Pessoas;Alfabetização;V00823;Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é amarela
Pessoas;Alfabetização;V00824;Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é parda
Pessoas;Alfabetização;V00825;Pessoas alfabetizadas, 80 anos ou mais, Cor ou raça é indígena
Pessoas;Alfabetização;V00826;Pessoas alfabetizadas, Sexo masculino, 15 a 19 anos
Pessoas;Alfabetização;V00827;Pessoas alfabetizadas, Sexo masculino, 20 a 24 anos
Pessoas;Alfabetização;V00828;Pessoas alfabetizadas, Sexo masculino, 25 a 29 anos
Pessoas;Alfabetização;V00829;Pessoas alfabetizadas, Sexo masculino, 30 a 34 anos
Pessoas;Alfabetização;V00830;Pessoas alfabetizadas, Sexo masculino, 35 a 39 anos
Pessoas;Alfabetização;V00831;Pessoas alfabetizadas, Sexo masculino, 40 a 44 anos
Pessoas;Alfabetização;V00832;Pessoas alfabetizadas, Sexo masculino, 45 a 49 anos
Pessoas;Alfabetização;V00833;Pessoas alfabetizadas, Sexo masculino, 50 a 54 anos
Pessoas;Alfabetização;V00834;Pessoas alfabetizadas, Sexo masculino, 55 a 59 anos
Pessoas;Alfabetização;V00835;Pessoas alfabetizadas, Sexo masculino, 60 a 64 anos
Pessoas;Alfabetização;V00836;Pessoas alfabetizadas, Sexo masculino, 65 a 69 anos
Pessoas;Alfabetização;V00837;Pessoas alfabetizadas, Sexo masculino, 70 a 79 anos
Pessoas;Alfabetização;V00838;Pessoas alfabetizadas, Sexo masculino, 80 anos ou mais
Pessoas;Alfabetização;V00839;Pessoas alfabetizadas, Sexo feminino, 15 a 19 anos
Pessoas;Alfabetização;V00840;Pessoas alfabetizadas, Sexo feminino, 20 a 24 anos
Pessoas;Alfabetização;V00841;Pessoas alfabetizadas, Sexo feminino, 25 a 29 anos
Pessoas;Alfabetização;V00842;Pessoas alfabetizadas, Sexo feminino, 30 a 34 anos
Pessoas;Alfabetização;V00843;Pessoas alfabetizadas, Sexo feminino, 35 a 39 anos
Pessoas;Alfabetização;V00844;Pessoas alfabetizadas, Sexo feminino, 40 a 44 anos
Pessoas;Alfabetização;V00845;Pessoas alfabetizadas, Sexo feminino, 45 a 49 anos
Pessoas;Alfabetização;V00846;Pessoas alfabetizadas, Sexo feminino, 50 a 54 anos
Pessoas;Alfabetização;V00847;Pessoas alfabetizadas, Sexo feminino, 55 a 59 anos
Pessoas;Alfabetização;V00848;Pessoas alfabetizadas, Sexo feminino, 60 a 64 anos
Pessoas;Alfabetização;V00849;Pessoas alfabetizadas, Sexo feminino, 65 a 69 anos
Pessoas;Alfabetização;V00850;Pessoas alfabetizadas, Sexo feminino, 70 a 79 anos
Pessoas;Alfabetização;V00851;Pessoas alfabetizadas, Sexo feminino, 80 anos ou mais
Pessoas;Alfabetização;V00852;15 a 29 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00853;15 a 29 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00854;30 a 59 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00855;30 a 59 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00856;60 anos ou mais, Morador sabe ler e escrever
Pessoas;Alfabetização;V00857;60 anos ou mais, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00858;Sexo masculino, 15 a 29 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00859;Sexo masculino, 15 a 29 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00860;Sexo masculino, 30 a 59 anos, Morador sabe ler e escrever
Pessoas;Alfabetização;V00861;Sexo masculino, 30 a 59 anos, Morador não sabe ler e escrever
Pessoas;Alfabetização;V00862;Sexo masculino, 60 anos ou mais, Morador sabe ler e escrever
